Date,Average of OEE VALUE
2023-01-01,79.87
2023-02-01,81.12
2023-03-01,79.56
2023-04-01,81.34
2023-05-01,79.76
2023-06-01,82.45
2023-07-01,82.12
2023-08-01,80.45
2023-09-01,81.65
2023-10-01,80.89
2023-11-01,82.23
2023-12-01,81.34
2024-01-01,81.74
2024-02-01,81.85
2024-03-01,81.6
2024-04-01,81.66
2024-05-01,81.75
2024-06-01,81.68
2024-07-01,81.67
2024-08-01,81.71
2024-09-01,81.7
2024-10-01,81.68
2024-11-01,81.69
2024-12-01,81.7
